timestamp,mt1_bearing1,mt1_bearing2,mt1_bearing3,mt1_bearing4,mt2_bearing1,mt2_bearing2,mt2_bearing3,mt2_bearing4
2024-08-07 00:00:00+00:00,0.0614554421602617,0.073844084183798,0.0844574442111431,0.0450814004590067,0.0315425323755926,0.05381570001970381,0.05442572599592093,0.08500480959252107
2024-08-07 00:00:15+00:00,0.06143177157087745,0.07428525562771615,,,0.03148609155292356,0.054264225672026926,0.05401047502608209,0.08500388766259112
2024-08-07 00:00:30+00:00,0.0614081009814932,0.0747264270716343,0.08364712632452755,0.0450998828067776,0.03142965073025453,0.05471275132435005,0.05359522405624326,0.08500296573266117
2024-08-07 00:00:45+00:00,0.061384430392108946,0.07516759851555245,0.08324196738121978,0.04510912398066305,0.03137320990758549,0.05516127697667317,0.05317997308640442,0.0850020438027312
2024-08-07 00:01:00+00:00,0.0613607598027247,0.0756087699594706,0.082836808437912,0.0451183651545485,0.03131676908491646,0.055609802628996285,0.05276472211656558,0.08500112187280125
2024-08-07 00:01:15+00:00,0.061436776698080925,0.07502623419112256,0.0833474168660579,0.044881830167488604,0.031376874233889095,0.054979335001971295,0.05332436913081159,0.08477966999935596
2024-08-07 00:01:30+00:00,0.06151279359343715,0.07444369842277451,0.0838580252942038,0.0446452951804287,0.03143697938286173,0.054348867374946305,0.0538840161450576,0.08455821812591066
2024-08-07 00:01:45+00:00,0.061588810488793375,0.07386116265442645,0.08436863372234969,0.0444087601933688,0.03149708453183436,0.05371839974792131,0.0544436631593036,0.08433676625246536
2024-08-07 00:02:00+00:00,0.0616648273841496,0.0732786268860784,0.0848792421504956,0.0441722252063089,0.031557189680807,0.05308793212089632,0.05500331017354961,0.08411531437902008
2024-08-07 00:02:15+00:00,0.061734593974315126,0.07360719517554565,0.08431600664094922,0.044293813174471404,0.03163334455459819,0.05346230123621201,0.05440096645121273,0.08423920357291453
2024-08-07 00:02:30+00:00,0.061804360564480645,0.0739357634650129,0.08375277113140285,0.0444154011426339,0.031709499428389375,0.0538366703515277,0.05379862272887585,0.08436309276680899
2024-08-07 00:02:45+00:00,0.06187412715464617,0.07426433175448016,0.08318953562185648,0.0445369891107964,0.03178565430218056,0.05421103946684339,0.05319627900653897,0.08448698196070345
2024-08-07 00:03:00+00:00,0.0619438937448117,0.0745929000439474,0.0826263001123101,0.0446585770789589,0.03186180917597175,0.05458540858215909,0.05259393528420209,0.08461087115459791
2024-08-07 00:03:15+00:00,0.0617655525172127,0.07448757263538253,0.08247520630890176,0.04445395282972797,0.031677323420397446,0.05449009462344136,0.052500123630293605,
2024-08-07 00:03:30+00:00,0.0615872112896137,0.07438224522681766,0.0823241125054934,0.04424932858049705,0.03149283766482314,0.05439478066472363,0.052406311976385116,0.08427804462536476
2024-08-07 00:03:45+00:00,0.0614088700620147,0.07427691781825278,0.08217301870208504,,0.03130835190924883,0.05429946670600589,0.05231250032247663,0.08411163136074817
2024-08-07 00:04:00+00:00,0.0612305288344157,0.0741715904096879,0.0820219248986767,0.0438400800820352,0.031123866153674525,0.05420415274728816,0.052218688668568145,0.08394521809613159
2024-08-07 00:04:15+00:00,0.061492834122759854,0.07458063137848522,0.08260951462473752,0.04394811758386635,0.0314109238200312,0.054597676238851194,0.05273304918370428,0.08402108248982146
2024-08-07 00:04:30+00:00,0.061755139411104,,0.08319710435079836,0.044056155085697504,0.03169798148638788,0.05499119973041423,0.05324740969884041,0.08409694688351133
2024-08-07 00:04:45+00:00,0.06201744469944815,0.07539871331607988,0.08378469407685918,0.04416419258752865,0.03198503915274456,0.05538472322197726,0.053761770213976545,0.08417281127720118
2024-08-07 00:05:00+00:00,0.0622797499877923,0.0758077542848772,0.08437228380292,0.0442722300893598,0.03227209681910124,0.05577824671354029,0.05427613072911268,0.08424867567089105
2024-08-07 00:05:15+00:00,0.0616823819522437,0.07563450363787294,0.0844057204941647,0.044197665901655324,0.031662547284771345,0.05562630019552994,0.054320985068502525,0.08416953786331398
2024-08-07 00:05:30+00:00,0.0610850139166951,0.0754612529908687,0.0844391571854094,,0.031052997750441458,0.05547435367751959,0.05436583940789238,0.08409040005573691
2024-08-07 00:05:45+00:00,0.0604876458811465,0.07528800234386446,0.0844725938766541,0.04404853752624638,0.030443448216111568,0.05532240715950924,0.05441069374728223,0.08401126224815984
2024-08-07 00:06:00+00:00,,0.0751147516968602,0.0845060305678988,0.0439739733385419,0.029833898681781677,0.05517046064149889,0.05445554808667208,0.08393212444058278
2024-08-07 00:06:15+00:00,0.0605105229747546,0.07521230284681868,0.08393902290150881,0.0440231822842912,0.030465083059749484,0.05526669852012574,0.05389519501839187,0.08397211933230975
2024-08-07 00:06:30+00:00,0.0611307681039113,0.07530985399677714,0.08337201523511885,0.0440723912300405,0.03109626743771729,0.055362936398752574,0.053334841950111664,0.08401211422403673
2024-08-07 00:06:45+00:00,0.061751013233068,,0.08280500756872888,0.044121600175789796,0.03172745181568509,0.05545917427737942,0.05277448888183145,0.0840521091157637
2024-08-07 00:07:00+00:00,0.0623712583622247,0.0755049562966941,0.0822379999023389,0.0441708091215391,0.0323586361936529,0.05555541215600626,0.05221413581355124,0.08409210400749068
2024-08-07 00:07:15+00:00,0.06198770691928315,0.07529061477611204,0.08181649494604223,0.044028492602177796,0.031923542060579485,0.0553061818350047,0.05182050662681929,0.08401188682045463
2024-08-07 00:07:30+00:00,0.0616041554763416,0.07507627325553,,0.0438861760828165,0.03148844792750607,0.055056951514003145,0.051426877440087344,0.08393166963341857
2024-08-07 00:07:45+00:00,0.061220604033400045,0.07486193173494796,,0.0437438595634552,0.031053353794432647,0.05480772119300159,0.051033248253355395,0.08385145244638251
2024-08-07 00:08:00+00:00,0.0608370525904585,,0.0805519800771522,0.0436015430440939,0.03061825966135923,0.05455849087200003,0.05063961906662345,0.08377123525934646
2024-08-07 00:08:15+00:00,0.060900324722886826,0.07469374725328383,0.0806107475950974,0.04358227940817418,0.03071469872127242,0.054643119622506814,0.05065714859178028,0.08374086859577812
2024-08-07 00:08:30+00:00,0.06096359685531515,0.07473990429220176,0.0806695151130426,0.04356301577225445,0.030811137781185608,0.054727748373013606,0.050674678116937114,0.08371050193220977
2024-08-07 00:08:45+00:00,0.06102686898774347,0.07478606133111967,0.0807282826309878,0.043543752136334726,0.030907576841098797,0.0548123771235204,,0.08368013526864142
2024-08-07 00:09:00+00:00,0.0610901411201718,0.0748322183700376,0.080787050148933,0.043524488500415,0.031004015901011987,0.05489700587402718,0.05070973716725078,0.08364976860507307
2024-08-07 00:09:15+00:00,0.06146727135114012,0.07499620342790175,0.0807466795253674,0.043813186679037,0.031427303470356154,0.055084682072080934,0.05071158947985913,0.0838945044638581
2024-08-07 00:09:30+00:00,0.06184440158210845,0.0751601884857659,0.0807063089018018,0.044101884857659,0.031850591039700324,0.055272358270134686,0.05071344179246749,0.08413924032264311
2024-08-07 00:09:45+00:00,0.062221531813076776,,0.0806659382782362,0.044390583036281,0.03227387860904449,0.05546003446818843,0.050715294105075845,0.08438397618142814
2024-08-07 00:10:00+00:00,0.0625986620440451,,0.0806255676546706,0.044679281214903,0.03269716617838866,0.05564771066624218,0.0507171464176842,0.08462871204021316
2024-08-07 00:10:15+00:00,0.0625341691488842,0.07551643146638018,0.0805687167342155,0.04457084086137013,0.0326263177637747,0.05560847351703777,0.05063222750393889,0.08453625605782383
2024-08-07 00:10:30+00:00,0.0624696762537233,0.07554470433126614,0.08051186581376041,0.04446240050783725,0.03255546934916074,0.05556923636783337,0.05054730859019359,0.0844438000754345
